TICKET_NMBR,PRIORITY,BUSINESS_COMPLETION_HRS,EXTERNAL_SYSTEM,label,1,2,3,4,5,6,7,8,9,10,11,12
IN10166017,Low,183.6,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10069714,Low,183.59,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10210401,Low,183.59,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10235780,Low,183.55,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10145940,Low,183.53,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10138632,Low,183.43,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10108531,Low,183.42,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10075159,Medium,183.4,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10070924,Medium,183.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10131764,Medium,183.37,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10151078,Medium,183.37,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10111409,Low,183.35,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10192981,Low,183.35,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10082227,Low,183.34,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10051391,Medium,183.29,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10056320,Medium,183.28,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10154002,Low,183.27,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10198986,Medium,183.25,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10168683,Medium,183.22,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10108569,Low,183.21,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10243200,Medium,183.2,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10078564,Low,183.19,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10217864,Low,183.17,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10175910,Medium,183.16,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10259184,Low,183.16,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10278387,Medium,183.13,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10039196,Low,183.12,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10201549,Low,183.1,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10122527,Low,183.07,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10100986,Low,183.05,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10213457,Medium,183.05,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10159513,Low,183.02,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10214241,Low,183.02,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10039197,Low,182.95,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10059019,Low,182.95,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10039199,Low,182.92,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10085664,Low,182.92,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10192983,Medium,182.9,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10250967,Medium,182.9,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10052406,Low,182.88,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10053291,Medium,182.88,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10244590,Medium,182.86,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10132486,Low,182.83,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10195881,Low,182.83,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10106861,Low,182.82,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10089473,Medium,182.8,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10214367,Low,182.8,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10057626,Low,182.78,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10278007,Medium,182.78,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10063713,Low,182.73,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10167271,Low,182.73,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10174959,Low,182.72,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10069444,Low,182.68,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10133874,Low,182.65,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10111538,Low,182.63,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10164271,Low,182.63,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10233763,Medium,182.6,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10098312,Low,182.58,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10159147,Low,182.58,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10089139,Low,182.55,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10181586,Medium,182.53,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10243740,Medium,182.5,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10178293,Low,182.48,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10128987,Medium,182.46,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10164230,Low,182.46,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10092747,Low,182.43,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10153083,Low,182.43,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10252777,Medium,182.42,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10142295,Low,182.4,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10236728,Low,182.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10108247,Medium,182.37,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10142980,Medium,182.36,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10063740,Low,182.35,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10070916,Low,182.33,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10091350,Medium,182.33,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10285597,Medium,182.32,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10103645,Low,182.28,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10149557,Low,182.28,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10230281,Low,182.28,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10144060,Low,182.27,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10100771,Low,182.25,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10156341,Low,182.23,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10121041,Medium,182.22,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10108250,Medium,182.2,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10283384,Medium,182.2,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10111952,Medium,182.18,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10039033,Low,182.17,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10056127,Medium,182.17,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10174981,Low,182.16,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10249801,Medium,182.15,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10261171,Medium,182.13,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10047766,Low,182.12,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10142998,Low,182.08,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10097793,Low,182.06,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10131401,Medium,182.01,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10085388,Low,181.97,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10147100,Low,181.97,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10089818,Medium,181.95,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10093902,Low,181.95,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10214811,Medium,181.93,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10176611,Low,181.92,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10128612,Low,181.9,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10172717,Low,181.9,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10240027,Medium,181.9,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10070415,Low,181.85,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10167209,Low,181.82,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10081144,Medium,181.81,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10286489,Medium,181.8,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10076660,Low,181.78,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10149787,Low,181.78,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10125261,Medium,181.76,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10152058,Low,181.75,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10053169,Low,181.72,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10084664,Low,181.72,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10167504,Low,181.72,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10169218,Low,181.72,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10192827,Low,181.72,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10063519,Low,181.71,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10217531,Low,181.7,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10163690,Medium,181.67,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10190873,Medium,181.63,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10211163,Medium,181.55,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10214988,Low,181.55,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10178047,Low,181.53,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10237637,Low,181.51,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10048285,Low,181.47,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10128349,Low,181.47,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10131824,Low,181.43,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10217395,Low,181.4,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10052046,Low,181.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10160804,Low,181.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10176687,Medium,181.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10093541,Medium,181.37,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10172099,Low,181.37,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10194457,Low,181.35,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10083616,Low,181.34,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10056507,Low,181.3,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10122903,Low,181.3,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10124227,Low,181.3,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10224643,Medium,181.29,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10101077,Low,181.28,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10145864,Low,181.25,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10171896,Low,181.23,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10242862,Medium,181.23,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10144750,Medium,181.22,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10218944,Medium,181.18,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10059363,Low,181.17,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10124228,Low,181.14,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10160718,Low,181.14,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10190829,Low,181.08,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10228448,Medium,181.08,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10290881,Medium,181.07,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10156665,Low,180.97,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10057682,Low,180.96,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10100384,Low,180.95,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10169185,Low,180.92,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10040391,Low,180.89,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10061883,Medium,180.85,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10158265,Medium,180.85,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10291554,Low,180.85,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10045866,Low,180.82,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10128844,Low,180.75,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10162468,Medium,180.75,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10101419,Medium,180.73,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10207103,Medium,180.73,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10041194,Low,180.68,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10137456,Low,180.68,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10061900,Low,180.65,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10111752,Low,180.58,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10072768,Low,180.57,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10158269,Low,180.55,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10176511,Low,180.52,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10048058,Low,180.5,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10199700,Low,180.48,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10037471,Low,180.47,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10075736,Low,180.47,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10062905,Low,180.43,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10122668,Medium,180.43,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10072066,Low,180.35,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10034018,Low,180.3,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10266827,Low,180.3,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10095305,Medium,180.28,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10158329,Medium,180.27,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10075780,Low,180.25,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10098776,Low,180.23,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10068392,Low,180.2,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10100777,Low,180.18,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10124246,Low,180.18,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10057364,Medium,180.15,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10132744,Low,180.14,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10095461,Medium,180.13,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10078028,Medium,180.12,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10176689,Low,180.11,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10166654,Medium,180.1,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10230973,Low,180.1,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10151884,Medium,180.02,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10031543,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10036545,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10071533,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10071807,Medium,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10074929,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10078259,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10091363,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10116032,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10144609,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10151905,Medium,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10158255,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10165307,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10175554,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10226690,Medium,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10231246,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10276223,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10282622,Low,180,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10055897,Low,179.98,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10060927,Low,179.98,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10064933,Low,179.97,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10132755,Medium,179.94,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10269653,Low,179.94,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10289227,Low,179.92,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10044043,Low,179.87,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10172407,Low,179.85,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10248583,Medium,179.85,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10253091,Medium,179.85,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10154637,Medium,179.83,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10136862,Low,179.8,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10044683,Low,179.75,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10203305,Low,179.75,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10276828,Medium,179.74,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10087895,Medium,179.73,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10106067,Low,179.69,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10247702,Medium,179.68,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10075750,Low,179.67,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10233542,Medium,179.67,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10270687,Low,179.65,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10048822,Low,179.57,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10121217,Medium,179.57,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10146850,Low,179.55,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10051439,Medium,179.52,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10116881,Low,179.52,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10064391,Low,179.5,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10219571,Medium,179.5,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10042705,Medium,179.47,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10065442,Low,179.41,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10148397,Low,179.4,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10049574,Low,179.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10132928,Low,179.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10149158,Medium,179.38,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10177488,High,179.37,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10168727,Medium,179.36,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10105814,Low,179.35,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10066847,Low,179.33,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10037000,Low,179.32,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10141032,Low,179.3,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10177585,Low,179.28,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10126186,Low,179.21,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10047834,Low,179.2,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10123214,Low,179.2,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10255703,Low,179.2,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10217073,Low,179.19,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10204373,Medium,179.17,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10052885,Medium,179.15,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10130207,Low,179.15,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10049329,Low,179.13,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10214668,Medium,179.12,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10065139,Low,179.08,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
IN10074096,Low,179.07,5)CREATEDFROMSR,5,0,0,0,0,1,0,0,0,0,0,0,0
