BUSINESS_COMPLETION_HRS,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Label8,Label9,Label10,Label11,Label12
644.96,0,0,0,0,1,0,0,0,0,0,0,0
644.87,0,0,0,0,1,0,0,0,0,0,0,0
644.73,0,0,0,0,1,0,0,0,0,0,0,0
644.63,0,0,0,0,1,0,0,0,0,0,0,0
644.32,0,0,0,0,1,0,0,0,0,0,0,0
644.22,0,0,0,0,1,0,0,0,0,0,0,0
644.2,0,0,0,0,1,0,0,0,0,0,0,0
644.02,0,0,0,0,1,0,0,0,0,0,0,0
643.95,0,0,0,0,1,0,0,0,0,0,0,0
643.9,0,0,0,0,1,0,0,0,0,0,0,0
643.85,0,0,0,0,1,0,0,0,0,0,0,0
643.68,0,0,0,0,1,0,0,0,0,0,0,0
643.49,0,0,0,0,1,0,0,0,0,0,0,0
643.42,0,0,0,0,1,0,0,0,0,0,0,0
643.28,0,0,0,0,1,0,0,0,0,0,0,0
643.13,0,0,0,0,1,0,0,0,0,0,0,0
643.02,0,0,0,0,1,0,0,0,0,0,0,0
642.98,0,0,0,0,1,0,0,0,0,0,0,0
642.8,0,0,0,0,1,0,0,0,0,0,0,0
642.75,0,0,0,0,1,0,0,0,0,0,0,0
642.7,0,0,0,0,1,0,0,0,0,0,0,0
642.6,0,0,0,0,1,0,0,0,0,0,0,0
642.37,0,0,0,0,1,0,0,0,0,0,0,0
642.18,0,0,0,0,1,0,0,0,0,0,0,0
641.9,0,0,0,0,1,0,0,0,0,0,0,0
641.69,0,0,0,0,1,0,0,0,0,0,0,0
641.65,0,0,0,0,1,0,0,0,0,0,0,0
641.5,0,0,0,0,1,0,0,0,0,0,0,0
641.5,0,0,0,0,1,0,0,0,0,0,0,0
641.25,0,0,0,0,1,0,0,0,0,0,0,0
641.22,0,0,0,0,1,0,0,0,0,0,0,0
640.85,0,0,0,0,1,0,0,0,0,0,0,0
640.8,0,0,0,0,1,0,0,0,0,0,0,0
640.4,0,0,0,0,1,0,0,0,0,0,0,0
640.37,0,0,0,0,1,0,0,0,0,0,0,0
640.3,0,0,0,0,1,0,0,0,0,0,0,0
640.23,0,0,0,0,1,0,0,0,0,0,0,0
640.22,0,0,0,0,1,0,0,0,0,0,0,0
640.21,0,0,0,0,1,0,0,0,0,0,0,0
640,0,0,0,0,1,0,0,0,0,0,0,0
640,0,0,0,0,1,0,0,0,0,0,0,0
640,0,0,0,0,1,0,0,0,0,0,0,0
640,0,0,0,0,1,0,0,0,0,0,0,0
640,0,0,0,0,1,0,0,0,0,0,0,0
640,0,0,0,0,1,0,0,0,0,0,0,0
639.95,0,0,0,0,1,0,0,0,0,0,0,0
639.57,0,0,0,0,1,0,0,0,0,0,0,0
639.45,0,0,0,0,1,0,0,0,0,0,0,0
639.38,0,0,0,0,1,0,0,0,0,0,0,0
639.3,0,0,0,0,1,0,0,0,0,0,0,0
638.87,0,0,0,0,1,0,0,0,0,0,0,0
638.58,0,0,0,0,1,0,0,0,0,0,0,0
638.5,0,0,0,0,1,0,0,0,0,0,0,0
638.45,0,0,0,0,1,0,0,0,0,0,0,0
638.22,0,0,0,0,1,0,0,0,0,0,0,0
637.93,0,0,0,0,1,0,0,0,0,0,0,0
637.81,0,0,0,0,1,0,0,0,0,0,0,0
637.77,0,0,0,0,1,0,0,0,0,0,0,0
637.68,0,0,0,0,1,0,0,0,0,0,0,0
637.55,0,0,0,0,1,0,0,0,0,0,0,0
637.42,0,0,0,0,1,0,0,0,0,0,0,0
637.42,0,0,0,0,1,0,0,0,0,0,0,0
637.13,0,0,0,0,1,0,0,0,0,0,0,0
636.87,0,0,0,0,1,0,0,0,0,0,0,0
636.85,0,0,0,0,1,0,0,0,0,0,0,0
636.77,0,0,0,0,1,0,0,0,0,0,0,0
636.62,0,0,0,0,1,0,0,0,0,0,0,0
636.6,0,0,0,0,1,0,0,0,0,0,0,0
636.53,0,0,0,0,1,0,0,0,0,0,0,0
636.53,0,0,0,0,1,0,0,0,0,0,0,0
636.52,0,0,0,0,1,0,0,0,0,0,0,0
636.43,0,0,0,0,1,0,0,0,0,0,0,0
636.26,0,0,0,0,1,0,0,0,0,0,0,0
635.52,0,0,0,0,1,0,0,0,0,0,0,0
635.48,0,0,0,0,1,0,0,0,0,0,0,0
635.28,0,0,0,0,1,0,0,0,0,0,0,0
635.12,0,0,0,0,1,0,0,0,0,0,0,0
635.07,0,0,0,0,1,0,0,0,0,0,0,0
635.05,0,0,0,0,1,0,0,0,0,0,0,0
634.98,0,0,0,0,1,0,0,0,0,0,0,0
634.75,0,0,0,0,1,0,0,0,0,0,0,0
634.43,0,0,0,0,1,0,0,0,0,0,0,0
634.38,0,0,0,0,1,0,0,0,0,0,0,0
634.37,0,0,0,0,1,0,0,0,0,0,0,0
634.32,0,0,0,0,1,0,0,0,0,0,0,0
634.3,0,0,0,0,1,0,0,0,0,0,0,0
634,0,0,0,0,1,0,0,0,0,0,0,0
633.89,0,0,0,0,1,0,0,0,0,0,0,0
633.77,0,0,0,0,1,0,0,0,0,0,0,0
633.28,0,0,0,0,1,0,0,0,0,0,0,0
633,0,0,0,0,1,0,0,0,0,0,0,0
632.58,0,0,0,0,1,0,0,0,0,0,0,0
632.55,0,0,0,0,1,0,0,0,0,0,0,0
632.53,0,0,0,0,1,0,0,0,0,0,0,0
632.52,0,0,0,0,1,0,0,0,0,0,0,0
632.43,0,0,0,0,1,0,0,0,0,0,0,0
632.27,0,0,0,0,1,0,0,0,0,0,0,0
632.22,0,0,0,0,1,0,0,0,0,0,0,0
632.1,0,0,0,0,1,0,0,0,0,0,0,0
632.03,0,0,0,0,1,0,0,0,0,0,0,0
632,0,0,0,0,1,0,0,0,0,0,0,0
631.95,0,0,0,0,1,0,0,0,0,0,0,0
631.85,0,0,0,0,1,0,0,0,0,0,0,0
631.85,0,0,0,0,1,0,0,0,0,0,0,0
631.83,0,0,0,0,1,0,0,0,0,0,0,0
631.83,0,0,0,0,1,0,0,0,0,0,0,0
631.72,0,0,0,0,1,0,0,0,0,0,0,0
631.72,0,0,0,0,1,0,0,0,0,0,0,0
631.65,0,0,0,0,1,0,0,0,0,0,0,0
631.61,0,0,0,0,1,0,0,0,0,0,0,0
631.6,0,0,0,0,1,0,0,0,0,0,0,0
631.1,0,0,0,0,1,0,0,0,0,0,0,0
631.08,0,0,0,0,1,0,0,0,0,0,0,0
630.63,0,0,0,0,1,0,0,0,0,0,0,0
630.62,0,0,0,0,1,0,0,0,0,0,0,0
630.58,0,0,0,0,1,0,0,0,0,0,0,0
630.55,0,0,0,0,1,0,0,0,0,0,0,0
630.53,0,0,0,0,1,0,0,0,0,0,0,0
630.49,0,0,0,0,1,0,0,0,0,0,0,0
630.45,0,0,0,0,1,0,0,0,0,0,0,0
630.25,0,0,0,0,1,0,0,0,0,0,0,0
630.2,0,0,0,0,1,0,0,0,0,0,0,0
630.13,0,0,0,0,1,0,0,0,0,0,0,0
630.02,0,0,0,0,1,0,0,0,0,0,0,0
630,0,0,0,0,1,0,0,0,0,0,0,0
630,0,0,0,0,1,0,0,0,0,0,0,0
630,0,0,0,0,1,0,0,0,0,0,0,0
629.95,0,0,0,0,1,0,0,0,0,0,0,0
629.87,0,0,0,0,1,0,0,0,0,0,0,0
629.72,0,0,0,0,1,0,0,0,0,0,0,0
629.62,0,0,0,0,1,0,0,0,0,0,0,0
629.43,0,0,0,0,1,0,0,0,0,0,0,0
629.43,0,0,0,0,1,0,0,0,0,0,0,0
629.4,0,0,0,0,1,0,0,0,0,0,0,0
629.35,0,0,0,0,1,0,0,0,0,0,0,0
629.27,0,0,0,0,1,0,0,0,0,0,0,0
629.2,0,0,0,0,1,0,0,0,0,0,0,0
629.07,0,0,0,0,1,0,0,0,0,0,0,0
629.01,0,0,0,0,1,0,0,0,0,0,0,0
628.95,0,0,0,0,1,0,0,0,0,0,0,0
628.94,0,0,0,0,1,0,0,0,0,0,0,0
628.5,0,0,0,0,1,0,0,0,0,0,0,0
628.32,0,0,0,0,1,0,0,0,0,0,0,0
628.27,0,0,0,0,1,0,0,0,0,0,0,0
627.6,0,0,0,0,1,0,0,0,0,0,0,0
627.57,0,0,0,0,1,0,0,0,0,0,0,0
627.43,0,0,0,0,1,0,0,0,0,0,0,0
626.97,0,0,0,0,1,0,0,0,0,0,0,0
626.96,0,0,0,0,1,0,0,0,0,0,0,0
626.76,0,0,0,0,1,0,0,0,0,0,0,0
626.7,0,0,0,0,1,0,0,0,0,0,0,0
626.68,0,0,0,0,1,0,0,0,0,0,0,0
626.67,0,0,0,0,1,0,0,0,0,0,0,0
626.65,0,0,0,0,1,0,0,0,0,0,0,0
626.53,0,0,0,0,1,0,0,0,0,0,0,0
626.3,0,0,0,0,1,0,0,0,0,0,0,0
626.2,0,0,0,0,1,0,0,0,0,0,0,0
626.01,0,0,0,0,1,0,0,0,0,0,0,0
625.67,0,0,0,0,1,0,0,0,0,0,0,0
625.57,0,0,0,0,1,0,0,0,0,0,0,0
625.55,0,0,0,0,1,0,0,0,0,0,0,0
625.54,0,0,0,0,1,0,0,0,0,0,0,0
625.41,0,0,0,0,1,0,0,0,0,0,0,0
625.23,0,0,0,0,1,0,0,0,0,0,0,0
624.95,0,0,0,0,1,0,0,0,0,0,0,0
624.87,0,0,0,0,1,0,0,0,0,0,0,0
624.82,0,0,0,0,1,0,0,0,0,0,0,0
624.8,0,0,0,0,1,0,0,0,0,0,0,0
624.75,0,0,0,0,1,0,0,0,0,0,0,0
624.73,0,0,0,0,1,0,0,0,0,0,0,0
624.39,0,0,0,0,1,0,0,0,0,0,0,0
624.32,0,0,0,0,1,0,0,0,0,0,0,0
624.32,0,0,0,0,1,0,0,0,0,0,0,0
624.3,0,0,0,0,1,0,0,0,0,0,0,0
624.27,0,0,0,0,1,0,0,0,0,0,0,0
624.2,0,0,0,0,1,0,0,0,0,0,0,0
624.09,0,0,0,0,1,0,0,0,0,0,0,0
624.08,0,0,0,0,1,0,0,0,0,0,0,0
624.07,0,0,0,0,1,0,0,0,0,0,0,0
624.05,0,0,0,0,1,0,0,0,0,0,0,0
623.98,0,0,0,0,1,0,0,0,0,0,0,0
623.9,0,0,0,0,1,0,0,0,0,0,0,0
623.78,0,0,0,0,1,0,0,0,0,0,0,0
623.78,0,0,0,0,1,0,0,0,0,0,0,0
623.72,0,0,0,0,1,0,0,0,0,0,0,0
623.7,0,0,0,0,1,0,0,0,0,0,0,0
623.69,0,0,0,0,1,0,0,0,0,0,0,0
623.68,0,0,0,0,1,0,0,0,0,0,0,0
623.66,0,0,0,0,1,0,0,0,0,0,0,0
623.6,0,0,0,0,1,0,0,0,0,0,0,0
623.38,0,0,0,0,1,0,0,0,0,0,0,0
623.35,0,0,0,0,1,0,0,0,0,0,0,0
623.2,0,0,0,0,1,0,0,0,0,0,0,0
623.18,0,0,0,0,1,0,0,0,0,0,0,0
623.03,0,0,0,0,1,0,0,0,0,0,0,0
622.97,0,0,0,0,1,0,0,0,0,0,0,0
622.73,0,0,0,0,1,0,0,0,0,0,0,0
622.4,0,0,0,0,1,0,0,0,0,0,0,0
622.35,0,0,0,0,1,0,0,0,0,0,0,0
622.22,0,0,0,0,1,0,0,0,0,0,0,0
622.17,0,0,0,0,1,0,0,0,0,0,0,0
621.9,0,0,0,0,1,0,0,0,0,0,0,0
621.67,0,0,0,0,1,0,0,0,0,0,0,0
621.65,0,0,0,0,1,0,0,0,0,0,0,0
621.63,0,0,0,0,1,0,0,0,0,0,0,0
621.63,0,0,0,0,1,0,0,0,0,0,0,0
621.55,0,0,0,0,1,0,0,0,0,0,0,0
621.12,0,0,0,0,1,0,0,0,0,0,0,0
621.04,0,0,0,0,1,0,0,0,0,0,0,0
620.77,0,0,0,0,1,0,0,0,0,0,0,0
620.72,0,0,0,0,1,0,0,0,0,0,0,0
620.5,0,0,0,0,1,0,0,0,0,0,0,0
620.42,0,0,0,0,1,0,0,0,0,0,0,0
620.39,0,0,0,0,1,0,0,0,0,0,0,0
620,0,0,0,0,1,0,0,0,0,0,0,0
620,0,0,0,0,1,0,0,0,0,0,0,0
620,0,0,0,0,1,0,0,0,0,0,0,0
620,0,0,0,0,1,0,0,0,0,0,0,0
620,0,0,0,0,1,0,0,0,0,0,0,0
619.67,0,0,0,0,1,0,0,0,0,0,0,0
619.46,0,0,0,0,1,0,0,0,0,0,0,0
619.3,0,0,0,0,1,0,0,0,0,0,0,0
619.16,0,0,0,0,1,0,0,0,0,0,0,0
619.09,0,0,0,0,1,0,0,0,0,0,0,0
619,0,0,0,0,1,0,0,0,0,0,0,0
618.99,0,0,0,0,1,0,0,0,0,0,0,0
618.82,0,0,0,0,1,0,0,0,0,0,0,0
618.7,0,0,0,0,1,0,0,0,0,0,0,0
618.45,0,0,0,0,1,0,0,0,0,0,0,0
618.17,0,0,0,0,1,0,0,0,0,0,0,0
618.15,0,0,0,0,1,0,0,0,0,0,0,0
617.98,0,0,0,0,1,0,0,0,0,0,0,0
617.75,0,0,0,0,1,0,0,0,0,0,0,0
617.73,0,0,0,0,1,0,0,0,0,0,0,0
617.72,0,0,0,0,1,0,0,0,0,0,0,0
617.7,0,0,0,0,1,0,0,0,0,0,0,0
617.6,0,0,0,0,1,0,0,0,0,0,0,0
617.55,0,0,0,0,1,0,0,0,0,0,0,0
617.17,0,0,0,0,1,0,0,0,0,0,0,0
617.05,0,0,0,0,1,0,0,0,0,0,0,0
617.01,0,0,0,0,1,0,0,0,0,0,0,0
617,0,0,0,0,1,0,0,0,0,0,0,0
616.97,0,0,0,0,1,0,0,0,0,0,0,0
616.8,0,0,0,0,1,0,0,0,0,0,0,0
616.77,0,0,0,0,1,0,0,0,0,0,0,0
616.77,0,0,0,0,1,0,0,0,0,0,0,0
616.75,0,0,0,0,1,0,0,0,0,0,0,0
616.63,0,0,0,0,1,0,0,0,0,0,0,0
616.58,0,0,0,0,1,0,0,0,0,0,0,0
616.56,0,0,0,0,1,0,0,0,0,0,0,0
616.43,0,0,0,0,1,0,0,0,0,0,0,0
616.35,0,0,0,0,1,0,0,0,0,0,0,0
616.17,0,0,0,0,1,0,0,0,0,0,0,0
616.1,0,0,0,0,1,0,0,0,0,0,0,0
616.1,0,0,0,0,1,0,0,0,0,0,0,0
615.95,0,0,0,0,1,0,0,0,0,0,0,0
615.89,0,0,0,0,1,0,0,0,0,0,0,0
615.87,0,0,0,0,1,0,0,0,0,0,0,0
615.85,0,0,0,0,1,0,0,0,0,0,0,0
615.7,0,0,0,0,1,0,0,0,0,0,0,0
615.62,0,0,0,0,1,0,0,0,0,0,0,0
615.55,0,0,0,0,1,0,0,0,0,0,0,0
615.2,0,0,0,0,1,0,0,0,0,0,0,0
615.15,0,0,0,0,1,0,0,0,0,0,0,0
614.73,0,0,0,0,1,0,0,0,0,0,0,0
614.43,0,0,0,0,1,0,0,0,0,0,0,0
614.38,0,0,0,0,1,0,0,0,0,0,0,0
614.28,0,0,0,0,1,0,0,0,0,0,0,0
614.23,0,0,0,0,1,0,0,0,0,0,0,0
614.2,0,0,0,0,1,0,0,0,0,0,0,0
613.86,0,0,0,0,1,0,0,0,0,0,0,0
613.52,0,0,0,0,1,0,0,0,0,0,0,0
613.45,0,0,0,0,1,0,0,0,0,0,0,0
613.33,0,0,0,0,1,0,0,0,0,0,0,0
613.32,0,0,0,0,1,0,0,0,0,0,0,0
613.28,0,0,0,0,1,0,0,0,0,0,0,0
613.15,0,0,0,0,1,0,0,0,0,0,0,0
612.85,0,0,0,0,1,0,0,0,0,0,0,0
612.78,0,0,0,0,1,0,0,0,0,0,0,0
612.69,0,0,0,0,1,0,0,0,0,0,0,0
612.65,0,0,0,0,1,0,0,0,0,0,0,0
612.53,0,0,0,0,1,0,0,0,0,0,0,0
612.52,0,0,0,0,1,0,0,0,0,0,0,0
612.48,0,0,0,0,1,0,0,0,0,0,0,0
612.28,0,0,0,0,1,0,0,0,0,0,0,0
612.28,0,0,0,0,1,0,0,0,0,0,0,0
612.21,0,0,0,0,1,0,0,0,0,0,0,0
611.23,0,0,0,0,1,0,0,0,0,0,0,0
611.22,0,0,0,0,1,0,0,0,0,0,0,0
611.08,0,0,0,0,1,0,0,0,0,0,0,0
610.95,0,0,0,0,1,0,0,0,0,0,0,0
610.91,0,0,0,0,1,0,0,0,0,0,0,0
610.61,0,0,0,0,1,0,0,0,0,0,0,0
610.19,0,0,0,0,1,0,0,0,0,0,0,0
610,0,0,0,0,1,0,0,0,0,0,0,0
610,0,0,0,0,1,0,0,0,0,0,0,0
609.85,0,0,0,0,1,0,0,0,0,0,0,0
609.37,0,0,0,0,1,0,0,0,0,0,0,0
609.23,0,0,0,0,1,0,0,0,0,0,0,0
609.12,0,0,0,0,1,0,0,0,0,0,0,0
609,0,0,0,0,1,0,0,0,0,0,0,0
608.93,0,0,0,0,1,0,0,0,0,0,0,0
608.8,0,0,0,0,1,0,0,0,0,0,0,0
608.74,0,0,0,0,1,0,0,0,0,0,0,0
608.44,0,0,0,0,1,0,0,0,0,0,0,0
608.42,0,0,0,0,1,0,0,0,0,0,0,0
608.38,0,0,0,0,1,0,0,0,0,0,0,0
608.33,0,0,0,0,1,0,0,0,0,0,0,0
608.19,0,0,0,0,1,0,0,0,0,0,0,0
608.15,0,0,0,0,1,0,0,0,0,0,0,0
608.03,0,0,0,0,1,0,0,0,0,0,0,0
607.82,0,0,0,0,1,0,0,0,0,0,0,0
607.48,0,0,0,0,1,0,0,0,0,0,0,0
607.47,0,0,0,0,1,0,0,0,0,0,0,0
607.45,0,0,0,0,1,0,0,0,0,0,0,0
607.28,0,0,0,0,1,0,0,0,0,0,0,0
606.85,0,0,0,0,1,0,0,0,0,0,0,0
606.85,0,0,0,0,1,0,0,0,0,0,0,0
606.83,0,0,0,0,1,0,0,0,0,0,0,0
606.82,0,0,0,0,1,0,0,0,0,0,0,0
606.7,0,0,0,0,1,0,0,0,0,0,0,0
606.65,0,0,0,0,1,0,0,0,0,0,0,0
606.6,0,0,0,0,1,0,0,0,0,0,0,0
606.57,0,0,0,0,1,0,0,0,0,0,0,0
606.55,0,0,0,0,1,0,0,0,0,0,0,0
606.36,0,0,0,0,1,0,0,0,0,0,0,0
606.28,0,0,0,0,1,0,0,0,0,0,0,0
606.13,0,0,0,0,1,0,0,0,0,0,0,0
606.12,0,0,0,0,1,0,0,0,0,0,0,0
605.97,0,0,0,0,1,0,0,0,0,0,0,0
605.95,0,0,0,0,1,0,0,0,0,0,0,0
605.92,0,0,0,0,1,0,0,0,0,0,0,0
605.9,0,0,0,0,1,0,0,0,0,0,0,0
605.7,0,0,0,0,1,0,0,0,0,0,0,0
605.6,0,0,0,0,1,0,0,0,0,0,0,0
605.35,0,0,0,0,1,0,0,0,0,0,0,0
605.25,0,0,0,0,1,0,0,0,0,0,0,0
605.12,0,0,0,0,1,0,0,0,0,0,0,0
605.12,0,0,0,0,1,0,0,0,0,0,0,0
604.97,0,0,0,0,1,0,0,0,0,0,0,0
604.93,0,0,0,0,1,0,0,0,0,0,0,0
604.92,0,0,0,0,1,0,0,0,0,0,0,0
604.57,0,0,0,0,1,0,0,0,0,0,0,0
604.5,0,0,0,0,1,0,0,0,0,0,0,0
604.2,0,0,0,0,1,0,0,0,0,0,0,0
604.15,0,0,0,0,1,0,0,0,0,0,0,0
603.68,0,0,0,0,1,0,0,0,0,0,0,0
603.62,0,0,0,0,1,0,0,0,0,0,0,0
603.53,0,0,0,0,1,0,0,0,0,0,0,0
603.28,0,0,0,0,1,0,0,0,0,0,0,0
603.27,0,0,0,0,1,0,0,0,0,0,0,0
603.25,0,0,0,0,1,0,0,0,0,0,0,0
603.15,0,0,0,0,1,0,0,0,0,0,0,0
603.12,0,0,0,0,1,0,0,0,0,0,0,0
602.98,0,0,0,0,1,0,0,0,0,0,0,0
602.88,0,0,0,0,1,0,0,0,0,0,0,0
602.7,0,0,0,0,1,0,0,0,0,0,0,0
602.68,0,0,0,0,1,0,0,0,0,0,0,0
602.57,0,0,0,0,1,0,0,0,0,0,0,0
602.5,0,0,0,0,1,0,0,0,0,0,0,0
602.45,0,0,0,0,1,0,0,0,0,0,0,0
602.25,0,0,0,0,1,0,0,0,0,0,0,0
602.25,0,0,0,0,1,0,0,0,0,0,0,0
602.2,0,0,0,0,1,0,0,0,0,0,0,0
602.15,0,0,0,0,1,0,0,0,0,0,0,0
602.13,0,0,0,0,1,0,0,0,0,0,0,0
601.92,0,0,0,0,1,0,0,0,0,0,0,0
601.69,0,0,0,0,1,0,0,0,0,0,0,0
601.62,0,0,0,0,1,0,0,0,0,0,0,0
601.55,0,0,0,0,1,0,0,0,0,0,0,0
601.5,0,0,0,0,1,0,0,0,0,0,0,0
601.42,0,0,0,0,1,0,0,0,0,0,0,0
601.35,0,0,0,0,1,0,0,0,0,0,0,0
601.27,0,0,0,0,1,0,0,0,0,0,0,0
601.24,0,0,0,0,1,0,0,0,0,0,0,0
601.21,0,0,0,0,1,0,0,0,0,0,0,0
601.15,0,0,0,0,1,0,0,0,0,0,0,0
601.07,0,0,0,0,1,0,0,0,0,0,0,0
600.93,0,0,0,0,1,0,0,0,0,0,0,0
600.9,0,0,0,0,1,0,0,0,0,0,0,0
600.75,0,0,0,0,1,0,0,0,0,0,0,0
600.65,0,0,0,0,1,0,0,0,0,0,0,0
600.63,0,0,0,0,1,0,0,0,0,0,0,0
600.63,0,0,0,0,1,0,0,0,0,0,0,0
600.63,0,0,0,0,1,0,0,0,0,0,0,0
600.58,0,0,0,0,1,0,0,0,0,0,0,0
600.42,0,0,0,0,1,0,0,0,0,0,0,0
600.3,0,0,0,0,1,0,0,0,0,0,0,0
600.05,0,0,0,0,1,0,0,0,0,0,0,0
600.03,0,0,0,0,1,0,0,0,0,0,0,0
600,0,0,0,0,1,0,0,0,0,0,0,0
600,0,0,0,0,1,0,0,0,0,0,0,0
600,0,0,0,0,1,0,0,0,0,0,0,0
600,0,0,0,0,1,0,0,0,0,0,0,0
600,0,0,0,0,1,0,0,0,0,0,0,0
600,0,0,0,0,1,0,0,0,0,0,0,0
600,0,0,0,0,1,0,0,0,0,0,0,0
600,0,0,0,0,1,0,0,0,0,0,0,0
599.97,0,0,0,0,1,0,0,0,0,0,0,0
599.84,0,0,0,0,1,0,0,0,0,0,0,0
599.73,0,0,0,0,1,0,0,0,0,0,0,0
599.67,0,0,0,0,1,0,0,0,0,0,0,0
599.48,0,0,0,0,1,0,0,0,0,0,0,0
598.98,0,0,0,0,1,0,0,0,0,0,0,0
598.92,0,0,0,0,1,0,0,0,0,0,0,0
598.79,0,0,0,0,1,0,0,0,0,0,0,0
598.75,0,0,0,0,1,0,0,0,0,0,0,0
598.68,0,0,0,0,1,0,0,0,0,0,0,0
598.59,0,0,0,0,1,0,0,0,0,0,0,0
598.52,0,0,0,0,1,0,0,0,0,0,0,0
598.4,0,0,0,0,1,0,0,0,0,0,0,0
598.22,0,0,0,0,1,0,0,0,0,0,0,0
598.22,0,0,0,0,1,0,0,0,0,0,0,0
598.22,0,0,0,0,1,0,0,0,0,0,0,0
597.85,0,0,0,0,1,0,0,0,0,0,0,0
597.8,0,0,0,0,1,0,0,0,0,0,0,0
597.71,0,0,0,0,1,0,0,0,0,0,0,0
597.65,0,0,0,0,1,0,0,0,0,0,0,0
597.64,0,0,0,0,1,0,0,0,0,0,0,0
597.56,0,0,0,0,1,0,0,0,0,0,0,0
597.56,0,0,0,0,1,0,0,0,0,0,0,0
597.55,0,0,0,0,1,0,0,0,0,0,0,0
597.42,0,0,0,0,1,0,0,0,0,0,0,0
597.42,0,0,0,0,1,0,0,0,0,0,0,0
597.42,0,0,0,0,1,0,0,0,0,0,0,0
597.28,0,0,0,0,1,0,0,0,0,0,0,0
597.2,0,0,0,0,1,0,0,0,0,0,0,0
597.18,0,0,0,0,1,0,0,0,0,0,0,0
597.02,0,0,0,0,1,0,0,0,0,0,0,0
597.01,0,0,0,0,1,0,0,0,0,0,0,0
597.01,0,0,0,0,1,0,0,0,0,0,0,0
596.97,0,0,0,0,1,0,0,0,0,0,0,0
596.93,0,0,0,0,1,0,0,0,0,0,0,0
596.91,0,0,0,0,1,0,0,0,0,0,0,0
596.8,0,0,0,0,1,0,0,0,0,0,0,0
596.7,0,0,0,0,1,0,0,0,0,0,0,0
596.58,0,0,0,0,1,0,0,0,0,0,0,0
596.53,0,0,0,0,1,0,0,0,0,0,0,0
596.45,0,0,0,0,1,0,0,0,0,0,0,0
596.43,0,0,0,0,1,0,0,0,0,0,0,0
596.38,0,0,0,0,1,0,0,0,0,0,0,0
596.12,0,0,0,0,1,0,0,0,0,0,0,0
596.08,0,0,0,0,1,0,0,0,0,0,0,0
595.97,0,0,0,0,1,0,0,0,0,0,0,0
595.91,0,0,0,0,1,0,0,0,0,0,0,0
595.82,0,0,0,0,1,0,0,0,0,0,0,0
595.25,0,0,0,0,1,0,0,0,0,0,0,0
595.13,0,0,0,0,1,0,0,0,0,0,0,0
594.77,0,0,0,0,1,0,0,0,0,0,0,0
594.5,0,0,0,0,1,0,0,0,0,0,0,0
594.47,0,0,0,0,1,0,0,0,0,0,0,0
594.37,0,0,0,0,1,0,0,0,0,0,0,0
594.13,0,0,0,0,1,0,0,0,0,0,0,0
594.03,0,0,0,0,1,0,0,0,0,0,0,0
593.99,0,0,0,0,1,0,0,0,0,0,0,0
593.83,0,0,0,0,1,0,0,0,0,0,0,0
593.56,0,0,0,0,1,0,0,0,0,0,0,0
593.53,0,0,0,0,1,0,0,0,0,0,0,0
593.09,0,0,0,0,1,0,0,0,0,0,0,0
593,0,0,0,0,1,0,0,0,0,0,0,0
592.98,0,0,0,0,1,0,0,0,0,0,0,0
592.92,0,0,0,0,1,0,0,0,0,0,0,0
592.58,0,0,0,0,1,0,0,0,0,0,0,0
592.4,0,0,0,0,1,0,0,0,0,0,0,0
592.35,0,0,0,0,1,0,0,0,0,0,0,0
592.33,0,0,0,0,1,0,0,0,0,0,0,0
592.22,0,0,0,0,1,0,0,0,0,0,0,0
592.12,0,0,0,0,1,0,0,0,0,0,0,0
592,0,0,0,0,1,0,0,0,0,0,0,0
591.97,0,0,0,0,1,0,0,0,0,0,0,0
591.77,0,0,0,0,1,0,0,0,0,0,0,0
591.52,0,0,0,0,1,0,0,0,0,0,0,0
591.43,0,0,0,0,1,0,0,0,0,0,0,0
591.36,0,0,0,0,1,0,0,0,0,0,0,0
591.3,0,0,0,0,1,0,0,0,0,0,0,0
591.1,0,0,0,0,1,0,0,0,0,0,0,0
590.75,0,0,0,0,1,0,0,0,0,0,0,0
590.48,0,0,0,0,1,0,0,0,0,0,0,0
590.17,0,0,0,0,1,0,0,0,0,0,0,0
590.13,0,0,0,0,1,0,0,0,0,0,0,0
590.07,0,0,0,0,1,0,0,0,0,0,0,0
590,0,0,0,0,1,0,0,0,0,0,0,0
590,0,0,0,0,1,0,0,0,0,0,0,0
590,0,0,0,0,1,0,0,0,0,0,0,0
590,0,0,0,0,1,0,0,0,0,0,0,0
589.93,0,0,0,0,1,0,0,0,0,0,0,0
589.9,0,0,0,0,1,0,0,0,0,0,0,0
589.7,0,0,0,0,1,0,0,0,0,0,0,0
589.52,0,0,0,0,1,0,0,0,0,0,0,0
589.52,0,0,0,0,1,0,0,0,0,0,0,0
589.42,0,0,0,0,1,0,0,0,0,0,0,0
589.08,0,0,0,0,1,0,0,0,0,0,0,0
588.97,0,0,0,0,1,0,0,0,0,0,0,0
588.9,0,0,0,0,1,0,0,0,0,0,0,0
588.88,0,0,0,0,1,0,0,0,0,0,0,0
588.83,0,0,0,0,1,0,0,0,0,0,0,0
588.65,0,0,0,0,1,0,0,0,0,0,0,0
588.35,0,0,0,0,1,0,0,0,0,0,0,0
588.32,0,0,0,0,1,0,0,0,0,0,0,0
588.28,0,0,0,0,1,0,0,0,0,0,0,0
